Player,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Anthony Weaver,,7.0,9.0,9.0,5.0,6.0,5.0,6.0,,,,,,,,,,
Dewayne White,,,,2.0,4.0,4.0,5.0,6.0,4.0,2.0,,,,,,,,
Stylez G. White,,,,,,,,3.0,3.0,4.0,6.0,,,,,,,
Jimmy Wilkerson,,1.0,1.0,2.0,2.0,2.0,3.0,6.0,2.0,,,,,,,,,
Muhammad Wilkerson,,8.0,9.0,13.0,6.0,16.0,7.0,6.0,,,,,,,,,,
Brandon Williams,,,,,,,,6.0,12.0,7.0,,,,,,,,
Mario Williams,6.0,11.0,10.0,11.0,5.0,,7.0,13.0,19.0,7.0,3.0,,,,,,,
Sam Williams,,,,2.0,,,2.0,2.0,2.0,1.0,,,,,,,,
C.J. Wilson,,,2.0,2.0,3.0,1.0,4.0,2.0,,,,,,,,,,
Derek Wolfe,,8.0,5.0,7.0,7.0,7.0,5.0,8.0,7.0,5.0,,,,,,,,
Jarius Wynn,,,1.0,1.0,3.0,,1.0,2.0,,,,,,,,,,
Willie Young,,,,,,1.0,1.0,8.0,4.0,,,,,,,,,
Anthony Zettel,,,,1.0,7.0,1.0,,,,,,,,,,,,
