Player,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Cory Redding,N/A,N/A,N/A,N/A,N/A,N/A,7,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Caraun Reid,N/A,N/A,N/A,1,5,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kendall Reyes,N/A,N/A,N/A,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sheldon Richardson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,9,8,7,4,N/A,N/A,N/A,N/A
Dewayne Robertson,N/A,N/A,6,9,5,7,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ahtyba Rubin,N/A,N/A,1,3,8,9,6,N/A,5,8,8,1,N/A,N/A,N/A,N/A
Clifton Ryan,N/A,N/A,N/A,2,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lauvale Sape,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darell Scott,N/A,N/A,N/A,3,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ian Scott,N/A,N/A,N/A,8,7,5,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deadrin Senat,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danny Shelton,N/A,N/A,6,6,5,2,12,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kawann Short,N/A,N/A,N/A,N/A,2,5,14,7,7,8,N/A,N/A,N/A,N/A,N/A,N/A
Darrell Shropshire,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Junior Siavii,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,1,3,N/A,N/A,N/A
Deon Simon,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pat Sims,N/A,N/A,N/A,4,5,4,2,1,7,2,1,2,4,N/A,N/A,N/A
Ryan Sims,N/A,N/A,N/A,7,4,N/A,1,1,2,6,N/A,N/A,N/A,N/A,N/A,N/A
Antonio Smith,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A
D'Anthony Smith,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
