Player,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Brian Hill,,,1.0,3.0,4.0,,,,,,,,,,,,
Jeremy Hill,,10.0,6.0,5.0,,,,,,,,,,,,,
Lex Hilliard,,,,,2.0,0.0,1.0,0.0,,,,,,,,,
Peyton Hillis,,4.0,0.0,10.0,3.0,2.0,,1.0,,,,,,,,,
Ronnie Hillman,3.0,3.0,5.0,5.0,2.0,,,,,,,,,,,,
Jordan Howard,,9.0,7.0,7.0,3.0,,,,,,,,,,,,
Kendall Hunter,,,6.0,3.0,3.0,,,,,,,,,,,,
Carlos Hyde,,,,2.0,,7.0,8.0,3.0,8.0,3.0,2.0,,,,,,
Mark Ingram,,4.0,4.0,3.0,8.0,8.0,11.0,14.0,7.0,12.0,3.0,5.0,2.0,,,,
Brandon Jackson,,3.0,3.0,3.0,8.0,,,,,,,,,,,,
Justin Jackson,,3.0,,3.0,4.0,2.0,,,,,,,,,,,
Steven Jackson,5.0,9.0,20.0,8.0,8.0,8.0,10.0,6.0,7.0,5.0,6.0,,,,,,
Brandon Jacobs,,,1.0,5.0,9.0,9.0,6.0,5.0,5.0,,,,,,,,
Andy Janovich,,,1.0,0.0,1.0,,0.0,0.0,,,,,,,,,
Rashad Jennings,,,,2.0,6.0,,2.0,6.0,6.0,8.0,5.0,,,,,,
Chris Johnson,,,10.0,18.0,13.0,9.0,9.0,9.0,5.0,6.0,,,,,,,
David Johnson,,,,9.0,15.0,,6.0,5.0,7.0,3.0,,,,,,,
Duke Johnson,,5.0,5.0,6.0,4.0,7.0,3.0,,,,,,,,,,
Jeremi Johnson,,,1.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,
Kerryon Johnson,5.0,3.0,3.0,,,,,,,,,,,,,,
Kyle Johnson,,,,,,1.0,2.0,1.0,,,,,,,,,
Larry Johnson,,,,,7.0,16.0,18.0,4.0,6.0,4.0,,,,,,,
Felix Jones,,5.0,9.0,6.0,5.0,2.0,,,,,,,,,,,
Greg Jones,,,1.0,5.0,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
Julius Jones,,,6.0,8.0,10.0,7.0,5.0,5.0,2.0,,,,,,,,
Kevin Jones,,9.0,5.0,9.0,5.0,1.0,,,,,,,,,,,
Ronald Jones II,0.0,7.0,8.0,3.0,,,,,,,,,,,,,
Maurice Jones-Drew,13.0,13.0,10.0,13.0,14.0,14.0,,5.0,1.0,,,,,,,,
Mike Karney,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,
Eddie Lacy,,,10.0,16.0,7.0,,2.0,,,,,,,,,,
Brian Leonard,,,3.0,,2.0,1.0,2.0,1.0,3.0,,,,,,,,
Dion Lewis,1.0,1.0,,,,,12.0,6.0,3.0,2.0,,,,,,,
Marshawn Lynch,7.0,9.0,4.0,6.0,9.0,15.0,13.0,13.0,,,7.0,,,,,,
Doug Martin,,,14.0,,3.0,11.0,4.0,3.0,5.0,,,,,,,,
Ryan Mathews,,,6.0,13.0,7.0,11.0,,4.0,5.0,,,,,,,,
Le'Ron McClain,,,0.0,7.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,
LeSean McCoy,8.0,13.0,10.0,7.0,15.0,8.0,9.0,13.0,11.0,4.0,5.0,1.0,,,,,
Darren McFadden,5.0,3.0,13.0,,4.0,3.0,4.0,7.0,,,,,,,,,
Willis McGahee,,,10.0,11.0,7.0,8.0,7.0,5.0,3.0,7.0,7.0,2.0,,,,,
Joe McKnight,,1.0,3.0,2.0,,,,,,,,,,,,,
Rashard Mendenhall,,10.0,9.0,6.0,,3.0,,,,,,,,,,,
Christine Michael,,,,1.0,2.0,5.0,,,,,,,,,,,
Sony Michel,,,7.0,5.0,4.0,6.0,1.0,,,,,,,,,,
Bruce Miller,,,,1.0,1.0,3.0,1.0,1.0,,,,,0.0,,,,
Lamar Miller,2.0,5.0,11.0,7.0,7.0,7.0,8.0,,,,,,,,,,
Mewelde Moore,,5.0,8.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,,,,,,,
Vernand Morency,,,,,2.0,3.0,3.0,,,,,,,,,,
Alfred Morris,,,,13.0,7.0,6.0,4.0,2.0,4.0,3.0,,1.0,,,,,
Maurice Morris,,,2.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,,,,,
Ovie Mughelli,,,,,0.0,2.0,0.0,1.0,1.0,2.0,,,,,,,
DeMarco Murray,,,7.0,6.0,12.0,18.0,6.0,12.0,7.0,,,,,,,,
Jerious Norwood,,,5.0,5.0,7.0,4.0,,0.0,,,,,,,,,
Chris Ogbonnaya,,,,,3.0,1.0,3.0,,,,,,,,,,
Cedric Peerman,,,,,0.0,3.0,0.0,1.0,0.0,,,,,,,,
Adrian Peterson,,12.0,13.0,16.0,11.0,8.0,19.0,11.0,1.0,14.0,,4.0,7.0,6.0,5.0,,
Bernard Pierce,4.0,3.0,3.0,,,,,,,,,,,,,,
Artose Pinner,,,,,,2.0,4.0,1.0,,,,,,,,,
Clinton Portis,15.0,16.0,8.0,12.0,5.0,11.0,11.0,4.0,,,,,,,,,
Bilal Powell,,,,3.0,5.0,1.0,5.0,6.0,6.0,,1.0,,,,,,
Jay Prosch,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ray Rice,6.0,18.0,13.0,16.0,13.0,3.0,,,,,,,,,,,
Trent Richardson,,6.0,7.0,5.0,,,,,,,,,,,,,
Theo Riddick,,0.0,3.0,7.0,6.0,6.0,4.0,,,,,,,,,,
Stevan Ridley,,4.0,11.0,6.0,,1.0,,,1.0,,,,,,,,
Aaron Ripkowski,,,0.0,2.0,0.0,,,,,,,,,,,,
Jacquizz Rodgers,3.0,7.0,5.0,3.0,,4.0,2.0,3.0,,,,,,,,,
Jaylen Samuels,,3.0,3.0,1.0,,,,,,,,,,,,,
Owen Schmitt,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
Josh Scobey,,,,1.0,2.0,0.0,0.0,,,,,,,,,,
Bernard Scott,,,,,4.0,2.0,3.0,,,,,,,,,,
Anthony Sherman,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,
Steve Slaton,,13.0,7.0,1.0,,,,,,,,,,,,,
Wendell Smallwood,,3.0,2.0,4.0,1.0,,,,,,,,,,,,
Benny Snell Jr.,3.0,3.0,1.0,1.0,,,,,,,,,,,,,
Jason Snelling,,,,,1.0,7.0,6.0,3.0,3.0,3.0,,,,,,,
C.J. Spiller,,,4.0,6.0,13.0,7.0,4.0,3.0,,,,,,,,,
Darren Sproles,,1.0,,4.0,8.0,10.0,7.0,12.0,7.0,7.0,6.0,6.0,6.0,,,,
Zac Stacy,,7.0,3.0,1.0,,,,,,,,,,,,,
James Starks,,,,,8.0,,4.0,5.0,7.0,2.0,,,,,,,
LaRod Stephens-Howling,,2.0,3.0,3.0,2.0,,,,,,,,,,,,
Jonathan Stewart,6.0,9.0,4.0,9.0,3.0,,6.0,9.0,5.0,5.0,,,,,,,
Ben Tate,,,7.0,2.0,4.0,2.0,,,,,,,,,,,
Chester Taylor,,,2.0,3.0,6.0,5.0,8.0,8.0,6.0,7.0,3.0,1.0,,,,,
Stepfan Taylor,,1.0,2.0,0.0,0.0,,,,,,,,,,,,
Daniel Thomas,,,,4.0,3.0,3.0,2.0,,,,,,,,,,
De'Anthony Thomas,3.0,2.0,1.0,1.0,,0.0,,,,,,,,,,,
Chris Thompson,,,,,3.0,5.0,6.0,3.0,4.0,1.0,,,,,,,
Jordan Todman,,,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,
LaBrandon Toefield,,,2.0,2.0,1.0,,,,,,,,,,,,
Robert Turbin,,,5.0,3.0,4.0,1.0,3.0,,,,,,,,,,
Michael Turner,,1.0,3.0,6.0,3.0,13.0,7.0,13.0,11.0,6.0,,,,,,,
Shane Vereen,,,4.0,5.0,8.0,6.0,,2.0,,,,,,,,,
Lawrence Vickers,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
Derrick Ward,,,,,1.0,0.0,6.0,12.0,3.0,3.0,1.0,,,,,,
DeAndre Washington,,,4.0,3.0,1.0,4.0,,,,,,,,,,,
Leon Washington,,,,7.0,7.0,8.0,,4.0,2.0,2.0,,1.0,,,,,
Derek Watt,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Beanie Wells,6.0,2.0,6.0,1.0,,,,,,,,,,,,,
Jonathan Wells,,,3.0,0.0,3.0,5.0,,,,,,,,,,,
Terrance West,,,3.0,1.0,6.0,,,,,,,,,,,,
Brian Westbrook,,,2.0,11.0,13.0,8.0,15.0,15.0,9.0,4.0,3.0,,,,,,
James White,,,5.0,7.0,7.0,10.0,7.0,4.0,,,,,,,,,
LenDale White,,2.0,7.0,4.0,2.0,,,,,,,,,,,,
Jordan Wilkins,,,,3.0,2.0,3.0,,,,,,,,,,,
Cadillac Williams,,,9.0,5.0,,,5.0,6.0,2.0,,,,,,,,
DeAngelo Williams,,,5.0,6.0,13.0,10.0,,7.0,6.0,10.0,,9.0,3.0,,,,
Domanick Williams,,,10.0,13.0,12.0,,,,,,,,,,,,
Brandon Wilson,,,0.0,1.0,2.0,2.0,1.0,,,,,,,,,,
Garrett Wolfe,,,1.0,0.0,1.0,0.0,,,,,,,,,,,
T.J. Yeldon,,7.0,5.0,3.0,5.0,,,,,,,,,,,,
