Player,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Terence Newman,,,,,8.0,6.0,9.0,7.0,8.0,5.0,12.0,5.0,6.0,7.0,7.0,5.0,6.0,4.0
Josh Norman,,,,,5.0,,4.0,15.0,5.0,5.0,6.0,3.0,,5.0,,,,
Tracy Porter,,,5.0,6.0,5.0,,6.0,,5.0,5.0,,,,,,,,
Jerraud Powers,,4.0,4.0,5.0,3.0,6.0,,5.0,,,,,,,,,,
Damarious Randall,,,4.0,3.0,5.0,,,,,,,,,,,,,
Jacques Reeves,,,,,5.0,6.0,2.0,,,,,,,,,,,
Darrelle Revis,,7.0,11.0,22.0,14.0,17.0,,6.0,15.0,11.0,5.0,,,,,,,
Xavier Rhodes,,,2.0,6.0,6.0,9.0,12.0,5.0,7.0,5.0,5.0,,,,,,,
Dunta Robinson,,7.0,5.0,6.0,3.0,3.0,5.0,6.0,7.0,7.0,,,,,,,,
Bradley Roby,,,,,,6.0,4.0,3.0,,4.0,,,,,,,,
Dominique Rodgers-Cromartie,,5.0,10.0,6.0,,6.0,6.0,6.0,9.0,11.0,2.0,,,,,,,
Carlos Rogers,,,,3.0,6.0,,8.0,6.0,5.0,13.0,5.0,5.0,,,,,,
Logan Ryan,,4.0,3.0,6.0,5.0,5.0,6.0,7.0,,,,,,,,,,
Asante Samuel,,,4.0,6.0,11.0,14.0,13.0,13.0,8.0,7.0,8.0,3.0,,,,,,
Lito Sheppard,,5.0,17.0,5.0,10.0,5.0,,5.0,,2.0,,,,,,,,
Richard Sherman,,,6.0,20.0,21.0,18.0,15.0,9.0,4.0,5.0,12.0,,,,,,,
Jimmy Smith,,,,,7.0,3.0,6.0,4.0,6.0,5.0,,,,,,,,
Sean Smith,,5.0,3.0,7.0,7.0,6.0,6.0,4.0,5.0,3.0,,,,,,,,
Shawntae Spencer,,4.0,5.0,4.0,,,7.0,6.0,,,,,,,,,,
Aqib Talib,,,6.0,6.0,4.0,,12.0,9.0,10.0,15.0,9.0,3.0,,,,,,
Ike Taylor,,,,,7.0,6.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,,,,,
Jamar Taylor,,,,,3.0,5.0,6.0,,,,,,,,,,,
Charles Tillman,,5.0,3.0,8.0,7.0,6.0,7.0,5.0,7.0,10.0,17.0,3.0,,4.0,,,,
Greg Toler,,,,,5.0,,,3.0,7.0,4.0,,,,,,,,
Desmond Trufant,,,5.0,6.0,10.0,3.0,7.0,5.0,3.0,,,,,,,,,
Marcus Trufant,,,7.0,7.0,7.0,6.0,11.0,6.0,4.0,7.0,,,,,,,,
Nathan Vasher,,,5.0,15.0,5.0,,3.0,,2.0,,,,,,,,,
Alterraun Verner,,5.0,,6.0,13.0,5.0,,,,,,,,,,,,
Fabian Washington,,3.0,5.0,,5.0,4.0,3.0,,,,,,,,,,,
Trae Waynes,,,,,6.0,5.0,4.0,,,,,,,,,,,
Lardarius Webb,,,,,,9.0,,7.0,4.0,5.0,,,,,,,,
Corey Webster,,,,4.0,,7.0,4.0,6.0,6.0,6.0,,,,,,,,
Brian Williams,,,3.0,7.0,4.0,4.0,6.0,6.0,6.0,,,,,,,,,
Cary Williams,,,,,,,6.0,8.0,7.0,6.0,5.0,,,,,,,
Josh Wilson,,,6.0,6.0,4.0,6.0,5.0,5.0,,,,,,,,,,
Eric Wright,,5.0,8.0,7.0,4.0,7.0,4.0,,,,,,,,,,,
Shareece Wright,,,,,,5.0,5.0,3.0,4.0,3.0,,,,,,,,
